,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
2470,TX-607,Texas,texasbalanceofstate,freestone,7054,none,2892,15,459,7,2400,4619,,,,,,
2471,TX-607,Texas,texasbalanceofstate,frio,7054,none,4124,26,456,4,4109,4497,,,,,,
2472,TX-607,Texas,texasbalanceofstate,gaines,7054,none,3009,13,453,4,4378,3707,,,,,,
2473,TX-607,Texas,texasbalanceofstate,galveston,7054,1401.9518233636145,42174,12,10880,6,23682,56847,,,,,,
2474,TX-607,Texas,texasbalanceofstate,garza,7054,none,1044,24,99,4,1445,1385,,,,,,
2475,TX-607,Texas,texasbalanceofstate,gillespie,7054,none,2376,8,473,3,2033,5147,,,,,,
2476,TX-607,Texas,texasbalanceofstate,glasscock,7054,none,98,8,25,3,204,152,,,,,,
2477,TX-607,Texas,texasbalanceofstate,goliad,7054,none,1045,14,207,6,826,1459,,,,,,
2478,TX-607,Texas,texasbalanceofstate,gonzales,7054,none,3129,16,418,4,3011,5506,,,,,,
2479,TX-607,Texas,texasbalanceofstate,gray,7054,none,3388,17,509,6,2678,4683,,,,,,
2480,TX-607,Texas,texasbalanceofstate,grayson,7054,1307.874382134399,15392,11,3048,4,8735,27226,,,,,,
2481,TX-607,Texas,texasbalanceofstate,gregg,7054,952.9432205604372,19426,16,3598,6,11316,22532,,,,,,
2482,TX-607,Texas,texasbalanceofstate,grimes,7054,none,4419,16,743,6,3677,6733,,,,,,
2483,TX-607,Texas,texasbalanceofstate,guadalupe,7054,1663.3840276693456,16664,9,3716,4,12020,34022,,,,,,
2484,TX-607,Texas,texasbalanceofstate,hale,7054,none,5848,19,728,6,5010,6483,,,,,,
2485,TX-607,Texas,texasbalanceofstate,hall,7054,none,679,24,60,5,347,657,,,,,,
2486,TX-607,Texas,texasbalanceofstate,hamilton,7054,none,1201,14,158,4,743,2025,,,,,,
2487,TX-607,Texas,texasbalanceofstate,hansford,7054,none,595,11,80,3,883,921,,,,,,
2488,TX-607,Texas,texasbalanceofstate,hardeman,7054,none,610,17,75,4,359,913,,,,,,
2489,TX-607,Texas,texasbalanceofstate,hardin,7054,nan,5485,9,1955,7,4385,14979,,,,,,
2490,TX-607,Texas,texasbalanceofstate,harrison,7054,nan,10198,15,1886,6,5449,14955,,,,,,
2491,TX-607,Texas,texasbalanceofstate,hartley,7054,none,450,10,60,2,568,1439,,,,,,
2492,TX-607,Texas,texasbalanceofstate,haskell,7054,none,1023,20,111,4,805,1457,,,,,,
2493,TX-607,Texas,texasbalanceofstate,hays,7054,1499.3368174780478,30782,12,5418,4,13589,32279,,,,,,
2494,TX-607,Texas,texasbalanceofstate,hemphill,7054,none,330,10,73,4,331,815,,,,,,
2495,TX-607,Texas,texasbalanceofstate,henderson,7054,nan,12989,15,1990,5,8749,19387,,,,,,
2496,TX-607,Texas,texasbalanceofstate,hidalgo,7054,1021.2229297294576,251220,28,33489,9,159988,118834,,,,,,
2497,TX-607,Texas,texasbalanceofstate,hill,7054,none,4985,13,855,5,3551,8388,,,,,,
2498,TX-607,Texas,texasbalanceofstate,hockley,7054,none,3379,16,635,5,3179,3584,,,,,,
2499,TX-607,Texas,texasbalanceofstate,hood,7054,1415.1507674373502,6484,10,1508,5,3543,12335,,,,,,
2500,TX-607,Texas,texasbalanceofstate,hopkins,7054,none,5350,14,786,4,3402,8558,,,,,,
2501,TX-607,Texas,texasbalanceofstate,howard,7054,none,4851,16,857,6,4606,8037,,,,,,
2502,TX-607,Texas,texasbalanceofstate,hudspeth,7054,none,780,24,107,5,1156,527,,,,,,
2503,TX-607,Texas,texasbalanceofstate,hunt,7054,1257.3856685053213,13902,13,2342,5,8310,22914,,,,,,
2504,TX-607,Texas,texasbalanceofstate,hutchinson,7054,none,2551,12,513,5,1875,4503,,,,,,
2505,TX-607,Texas,texasbalanceofstate,irion,7054,none,136,8,38,4,121,281,,,,,,
2506,TX-607,Texas,texasbalanceofstate,jack,7054,none,1233,16,187,5,1063,2212,,,,,,
2507,TX-607,Texas,texasbalanceofstate,jackson,7054,none,2002,13,361,5,1933,3289,,,,,,
2508,TX-607,Texas,texasbalanceofstate,jasper,7054,none,7663,23,1232,9,3578,10088,,,,,,
2509,TX-607,Texas,texasbalanceofstate,jeffdavis,7054,none,398,21,45,4,205,274,,,,,,
2510,TX-607,Texas,texasbalanceofstate,jefferson,7054,1012.0963877800756,45633,19,9992,9,25802,54607,,,,,,
2511,TX-607,Texas,texasbalanceofstate,jimhogg,7054,none,1111,23,162,8,693,930,,,,,,
2512,TX-607,Texas,texasbalanceofstate,jimwells,7054,nan,8234,21,1547,9,5266,9377,,,,,,
2513,TX-607,Texas,texasbalanceofstate,johnson,7054,1587.7347593287102,17978,9,4202,4,15790,40709,,,,,,
2514,TX-607,Texas,texasbalanceofstate,jones,7054,none,2929,19,354,6,2815,5655,,,,,,
2515,TX-607,Texas,texasbalanceofstate,karnes,7054,none,2721,22,355,5,2523,3751,,,,,,
2516,TX-607,Texas,texasbalanceofstate,kaufman,7054,1668.0209485203775,13916,8,3557,4,12144,26567,,,,,,
2517,TX-607,Texas,texasbalanceofstate,kendall,7054,nan,3154,6,895,3,2038,4431,,,,,,
2518,TX-607,Texas,texasbalanceofstate,kenedy,7054,none,48,14,11,5,84,15,,,,,,
2519,TX-607,Texas,texasbalanceofstate,kent,7054,none,81,11,13,2,48,103,,,,,,
2520,TX-607,Texas,texasbalanceofstate,kerr,7054,nan,6378,12,1014,4,3745,10920,,,,,,
2521,TX-607,Texas,texasbalanceofstate,kimble,7054,none,679,15,80,4,460,924,,,,,,
2522,TX-607,Texas,texasbalanceofstate,king,7054,none,30,11,4,0,39,59,,,,,,
2523,TX-607,Texas,texasbalanceofstate,kinney,7054,none,545,19,71,5,367,630,,,,,,
2524,TX-607,Texas,texasbalanceofstate,kleberg,7054,none,7233,24,933,7,3393,5754,,,,,,
2525,TX-607,Texas,texasbalanceofstate,knox,7054,none,562,17,69,4,436,715,,,,,,
2526,TX-607,Texas,texasbalanceofstate,lamar,7054,none,8424,17,1363,5,4292,11724,,,,,,
2527,TX-607,Texas,texasbalanceofstate,lamb,7054,none,2423,19,264,5,1968,2981,,,,,,
2528,TX-607,Texas,texasbalanceofstate,lampasas,7054,nan,2694,12,454,4,1312,4729,,,,,,
2529,TX-607,Texas,texasbalanceofstate,lasalle,7054,none,1503,28,163,4,1435,2076,,,,,,
2530,TX-607,Texas,texasbalanceofstate,lavaca,7054,none,2505,12,394,4,1911,5530,,,,,,
2531,TX-607,Texas,texasbalanceofstate,lee,7054,none,2215,12,394,4,1587,4960,,,,,,
2532,TX-607,Texas,texasbalanceofstate,leon,7054,none,2593,16,436,7,1857,4034,,,,,,
2533,TX-607,Texas,texasbalanceofstate,liberty,7054,nan,14473,15,3140,9,12602,22359,,,,,,
2534,TX-607,Texas,texasbalanceofstate,limestone,7054,none,3503,16,528,6,2394,5395,,,,,,
2535,TX-607,Texas,texasbalanceofstate,lipscomb,7054,none,385,13,58,3,268,568,,,,,,
2536,TX-607,Texas,texasbalanceofstate,liveoak,7054,none,1838,17,330,6,1886,2570,,,,,,
2537,TX-607,Texas,texasbalanceofstate,llano,7054,nan,2650,12,440,4,1822,4424,,,,,,
2538,TX-607,Texas,texasbalanceofstate,loving,7054,none,3,5,5,1,3,9,,,,,,
2539,TX-607,Texas,texasbalanceofstate,lubbock,7054,1212.5084089748077,48593,16,7358,4,22192,47375,,,,,,
2540,TX-607,Texas,texasbalanceofstate,lynn,7054,none,952,16,122,4,760,1035,,,,,,
2541,TX-607,Texas,texasbalanceofstate,mcculloch,7054,none,1288,17,203,6,1061,1796,,,,,,
2542,TX-607,Texas,texasbalanceofstate,mcmullen,7054,none,73,12,17,2,49,224,,,,,,
2543,TX-607,Texas,texasbalanceofstate,madison,7054,none,2000,17,293,6,2032,3674,,,,,,
2544,TX-607,Texas,texasbalanceofstate,marion,7054,none,2188,23,290,6,923,2825,,,,,,
2545,TX-607,Texas,texasbalanceofstate,martin,7054,none,688,13,126,4,593,1028,,,,,,
2546,TX-607,Texas,texasbalanceofstate,mason,7054,none,466,11,86,4,480,557,,,,,,
2547,TX-607,Texas,texasbalanceofstate,matagorda,7054,nan,8267,22,1352,8,4434,7060,,,,,,
2548,TX-607,Texas,texasbalanceofstate,maverick,7054,nan,11691,20,2934,12,12023,8684,,,,,,
2549,TX-607,Texas,texasbalanceofstate,medina,7054,none,7080,14,1107,5,4830,10919,,,,,,
2550,TX-607,Texas,texasbalanceofstate,menard,7054,none,380,19,41,4,271,385,,,,,,
2551,TX-607,Texas,texasbalanceofstate,midland,7054,1219.232718008474,17432,10,5553,5,16086,25181,,,,,,
2552,TX-607,Texas,texasbalanceofstate,milam,7054,none,3604,14,597,5,2349,6905,,,,,,
2553,TX-607,Texas,texasbalanceofstate,mills,7054,none,601,13,86,4,497,1047,,,,,,
2554,TX-607,Texas,texasbalanceofstate,mitchell,7054,none,1447,19,165,7,946,2307,,,,,,
2555,TX-607,Texas,texasbalanceofstate,montague,7054,none,2850,14,483,5,1889,5129,,,,,,
2556,TX-607,Texas,texasbalanceofstate,moore,7054,none,2486,11,375,3,4126,3914,,,,,,
2557,TX-607,Texas,texasbalanceofstate,morris,7054,none,2213,18,471,10,827,3450,,,,,,
2558,TX-607,Texas,texasbalanceofstate,motley,7054,none,180,16,23,5,123,268,,,,,,
2559,TX-607,Texas,texasbalanceofstate,nacogdoches,7054,nan,12474,20,1564,5,5521,11478,,,,,,
2560,TX-607,Texas,texasbalanceofstate,navarro,7054,nan,8469,16,1222,5,6667,10106,,,,,,
2561,TX-607,Texas,texasbalanceofstate,newton,7054,none,2310,19,503,10,1578,3794,,,,,,
2562,TX-607,Texas,texasbalanceofstate,nolan,7054,none,2601,18,342,4,1677,3134,,,,,,
2563,TX-607,Texas,texasbalanceofstate,nueces,7054,1302.1251361279726,62967,18,11200,6,36787,67992,,,,,,
2564,TX-607,Texas,texasbalanceofstate,ochiltree,7054,none,1149,11,183,4,1407,2018,,,,,,
2565,TX-607,Texas,texasbalanceofstate,oldham,7054,none,239,15,33,3,165,411,,,,,,
2566,TX-607,Texas,texasbalanceofstate,orange,7054,nan,10515,12,3093,8,6289,20535,,,,,,
2567,TX-607,Texas,texasbalanceofstate,panola,7054,none,3018,13,646,6,2657,4633,,,,,,
2568,TX-607,Texas,texasbalanceofstate,parker,7054,1353.4938639489435,12227,7,3227,4,10106,26714,,,,,,
2569,TX-607,Texas,texasbalanceofstate,parmer,7054,none,1481,15,147,2,1662,1638,,,,,,
2570,TX-607,Texas,texasbalanceofstate,pecos,7054,none,2972,22,431,6,2538,3821,,,,,,
2571,TX-607,Texas,texasbalanceofstate,polk,7054,nan,8117,16,1480,7,6999,13350,,,,,,
2572,TX-607,Texas,texasbalanceofstate,presidio,7054,none,1304,21,317,10,1938,523,,,,,,
2573,TX-607,Texas,texasbalanceofstate,rains,7054,none,1594,12,251,3,1218,3255,,,,,,
2574,TX-607,Texas,texasbalanceofstate,randall,7054,1339.278252098287,12785,9,2689,3,5772,21697,,,,,,
2575,TX-607,Texas,texasbalanceofstate,reagan,7054,none,386,11,123,7,286,835,,,,,,
2576,TX-607,Texas,texasbalanceofstate,real,7054,none,435,15,69,6,213,753,,,,,,
2577,TX-607,Texas,texasbalanceofstate,redriver,7054,none,2140,18,318,5,1052,3552,,,,,,
2578,TX-607,Texas,texasbalanceofstate,reeves,7054,none,2590,22,493,5,2867,3727,,,,,,
2579,TX-607,Texas,texasbalanceofstate,refugio,7054,none,1033,15,202,6,887,1916,,,,,,
2580,TX-607,Texas,texasbalanceofstate,roberts,7054,none,59,7,17,4,36,189,,,,,,
2581,TX-607,Texas,texasbalanceofstate,robertson,7054,none,2842,16,403,5,1726,4392,,,,,,
2582,TX-607,Texas,texasbalanceofstate,rockwall,7054,1883.6524138257807,5880,5,2476,4,4418,12321,,,,,,
2583,TX-607,Texas,texasbalanceofstate,runnels,7054,none,1509,15,194,4,1147,2424,,,,,,
2584,TX-607,Texas,texasbalanceofstate,rusk,7054,none,7880,16,1321,6,5570,11939,,,,,,
2585,TX-607,Texas,texasbalanceofstate,sabine,7054,none,1628,16,375,9,1033,2660,,,,,,
2586,TX-607,Texas,texasbalanceofstate,sanaugustine,7054,none,1768,22,243,8,1098,2508,,,,,,
2587,TX-607,Texas,texasbalanceofstate,sanjacinto,7054,none,4804,17,872,7,2990,7535,,,,,,
2588,TX-607,Texas,texasbalanceofstate,sanpatricio,7054,nan,11367,16,2557,8,8078,14265,,,,,,
2589,TX-607,Texas,texasbalanceofstate,sansaba,7054,none,935,17,104,4,726,1514,,,,,,
2590,TX-607,Texas,texasbalanceofstate,schleicher,7054,none,358,14,66,5,259,486,,,,,,
2591,TX-607,Texas,texasbalanceofstate,scurry,7054,none,2308,15,404,6,2087,3600,,,,,,
2592,TX-607,Texas,texasbalanceofstate,shackelford,7054,none,383,12,75,4,203,478,,,,,,
2593,TX-607,Texas,texasbalanceofstate,shelby,7054,none,4650,19,627,5,3054,5595,,,,,,
2594,TX-607,Texas,texasbalanceofstate,sherman,7054,none,332,12,43,3,449,351,,,,,,
2595,TX-607,Texas,texasbalanceofstate,smith,7054,1343.5354721469864,30154,13,5721,5,18792,36697,,,,,,
2596,TX-607,Texas,texasbalanceofstate,somervell,7054,none,863,9,230,5,689,2104,,,,,,
2597,TX-607,Texas,texasbalanceofstate,starr,7054,none,20610,31,3996,15,15041,9651,,,,,,
2598,TX-607,Texas,texasbalanceofstate,stephens,7054,none,1389,16,208,4,946,2149,,,,,,
2599,TX-607,Texas,texasbalanceofstate,sterling,7054,none,158,11,30,5,61,375,,,,,,
2600,TX-607,Texas,texasbalanceofstate,stonewall,7054,none,185,15,25,4,124,306,,,,,,
2601,TX-607,Texas,texasbalanceofstate,sutton,7054,none,459,13,95,8,495,730,,,,,,
2602,TX-607,Texas,texasbalanceofstate,swisher,7054,none,1347,20,131,5,1258,1586,,,,,,
2603,TX-607,Texas,texasbalanceofstate,taylor,7054,1022.4525868040928,24828,17,2977,4,9231,25623,,,,,,
2604,TX-607,Texas,texasbalanceofstate,terrell,7054,none,126,17,15,3,110,221,,,,,,
2605,TX-607,Texas,texasbalanceofstate,terry,7054,none,2414,22,290,6,1993,2344,,,,,,
2606,TX-607,Texas,texasbalanceofstate,throckmorton,7054,none,224,15,29,2,90,352,,,,,,
2607,TX-607,Texas,texasbalanceofstate,titus,7054,none,4920,16,738,5,3987,7143,,,,,,
2608,TX-607,Texas,texasbalanceofstate,tomgreen,7054,1257.4709511161243,15221,13,2665,4,9600,22547,,,,,,
2609,TX-607,Texas,texasbalanceofstate,trinity,7054,none,2339,17,393,7,1603,3886,,,,,,
2610,TX-607,Texas,texasbalanceofstate,tyler,7054,none,3232,17,626,8,2663,5639,,,,,,
2611,TX-607,Texas,texasbalanceofstate,upshur,7054,none,6166,14,1097,6,4030,9453,,,,,,
2612,TX-607,Texas,texasbalanceofstate,upton,7054,none,502,15,92,5,533,812,,,,,,
2613,TX-607,Texas,texasbalanceofstate,uvalde,7054,none,4984,20,627,5,3876,4537,,,,,,
2614,TX-607,Texas,texasbalanceofstate,valverde,7054,none,8612,18,1309,5,8387,7410,,,,,,
2615,TX-607,Texas,texasbalanceofstate,vanzandt,7054,none,8074,13,1284,4,5674,13189,,,,,,
2616,TX-607,Texas,texasbalanceofstate,victoria,7054,nan,14471,16,2592,6,9766,18268,,,,,,
2617,TX-607,Texas,texasbalanceofstate,walker,7054,nan,14402,23,1507,6,7039,19393,,,,,,
2618,TX-607,Texas,texasbalanceofstate,waller,7054,nan,7505,13,1581,6,3895,9556,,,,,,
2619,TX-607,Texas,texasbalanceofstate,ward,7054,none,1565,14,412,6,1516,2509,,,,,,
2620,TX-607,Texas,texasbalanceofstate,washington,7054,none,4719,14,811,5,2587,7633,,,,,,
2621,TX-607,Texas,texasbalanceofstate,webb,7054,1071.3456960920662,59771,22,7289,6,46603,35298,,,,,,
2622,TX-607,Texas,texasbalanceofstate,wharton,7054,nan,6575,15,1203,5,5219,7812,,,,,,
2623,TX-607,Texas,texasbalanceofstate,wheeler,7054,none,691,14,128,6,635,1154,,,,,,
2624,TX-607,Texas,texasbalanceofstate,wilbarger,7054,none,1747,14,324,6,1871,2893,,,,,,
2625,TX-607,Texas,texasbalanceofstate,willacy,7054,none,5912,34,715,10,4085,4925,,,,,,
2626,TX-607,Texas,texasbalanceofstate,williamson,7054,1628.7548082149226,38403,6,13822,4,23697,73860,,,,,,
2627,TX-607,Texas,texasbalanceofstate,wilson,7054,none,5004,9,1119,4,3579,11016,,,,,,
2628,TX-607,Texas,texasbalanceofstate,winkler,7054,none,1076,14,281,7,1309,1399,,,,,,
2629,TX-607,Texas,texasbalanceofstate,wood,7054,none,6250,14,1029,5,4475,10398,,,,,,
2630,TX-607,Texas,texasbalanceofstate,yoakum,7054,none,971,12,251,7,1271,1390,,,,,,
2631,TX-607,Texas,texasbalanceofstate,young,7054,none,2628,14,371,4,1646,3914,,,,,,
2632,TX-607,Texas,texasbalanceofstate,zapata,7054,none,4001,28,536,11,2502,2573,,,,,,
2633,TX-607,Texas,texasbalanceofstate,zavala,7054,none,2338,25,408,12,1437,1844,,,,,,
2634,TX-611,Texas,amarillo,potter,661,874.2632261492672,22716,20,2372,4,17769,23774,,,,,,
2635,TX-624,Texas,archer,archer,249,none,829,9,171,4,563,2295,,,,,,
2636,TX-624,Texas,wichita,wichita,249,938.9136468150988,17237,14,2962,5,9873,27245,,,,,,
2637,TX-624,Texas,palopinto,palopinto,249,none,4212,14,738,5,2543,7074,,,,,,
2638,TX-624,Texas,wise,wise,249,nan,7216,10,1626,4,6455,15481,,,,,,
2639,TX-624,Texas,wichitafalls,wichita,249,938.9136468150988,17237,14,2962,5,9873,27245,,,,,,
2640,TX-700,Texas,montgomery,montgomery,3124,1553.48485515729,67809,10,16978,5,41383,91933,,,,,,
2641,TX-700,Texas,harris,harris,3124,1424.5198097777277,767505,16,146279,6,545847,685095,,,,,,
2642,TX-700,Texas,conroe,montgomery,3124,1553.48485515729,67809,10,16978,5,41383,91933,,,,,,
2643,TX-700,Texas,pasadena,harris,3124,1424.5198097777277,767505,16,146279,6,545847,685095,,,,,,
2644,TX-700,Texas,houston,houston,3124,none,3915,19,519,4,3337,5977,,,,,,
2645,TX-701,Texas,brazos,brazos,86,1239.958929214372,50154,22,5070,4,14098,26178,,,,,,
2646,TX-701,Texas,collegestation,brazos,86,1239.958929214372,50154,22,5070,4,14098,26178,,,,,,
2647,TX-701,Texas,bryan,brazos,86,1239.958929214372,50154,22,5070,4,14098,26178,,,,,,
2648,UT-500,Utah,saltlake,saltlake,2095,1428.211587910277,103046,8,18462,2,61229,166397,,,,,,
2649,UT-503,Utah,utahbalanceofstate,beaver,1221,none,662,9,82,2,377,1120,,,,,,
2650,UT-503,Utah,utahbalanceofstate,boxelder,1221,none,4712,8,676,2,2129,10863,,,,,,
2651,UT-503,Utah,utahbalanceofstate,cache,1221,nan,14719,11,1395,2,3922,13757,,,,,,
2652,UT-503,Utah,utahbalanceofstate,carbon,1221,none,3166,15,332,3,1118,3827,,,,,,
2653,UT-503,Utah,utahbalanceofstate,daggett,1221,none,70,7,15,3,15,129,,,,,,
2654,UT-503,Utah,utahbalanceofstate,davis,1221,1512.6482186990572,23286,6,4461,2,9115,44724,,,,,,
2655,UT-503,Utah,utahbalanceofstate,duchesne,1221,none,2555,13,377,4,1186,4669,,,,,,
2656,UT-503,Utah,utahbalanceofstate,emery,1221,none,1173,11,175,3,357,1947,,,,,,
2657,UT-503,Utah,utahbalanceofstate,garfield,1221,none,490,9,179,6,170,1154,,,,,,
2658,UT-503,Utah,utahbalanceofstate,grand,1221,none,1061,11,290,4,440,2040,,,,,,
2659,UT-503,Utah,utahbalanceofstate,iron,1221,nan,7906,13,764,2,2090,7539,,,,,,
2660,UT-503,Utah,utahbalanceofstate,juab,1221,none,1057,8,126,2,490,2241,,,,,,
2661,UT-503,Utah,utahbalanceofstate,kane,1221,none,729,9,118,2,409,1421,,,,,,
2662,UT-503,Utah,utahbalanceofstate,millard,1221,none,1322,10,147,2,803,2582,,,,,,
2663,UT-503,Utah,utahbalanceofstate,morgan,1221,none,564,4,125,2,147,1298,,,,,,
2664,UT-503,Utah,utahbalanceofstate,piute,1221,none,219,15,21,4,136,426,,,,,,
2665,UT-503,Utah,utahbalanceofstate,rich,1221,none,208,8,29,2,47,383,,,,,,
2666,UT-503,Utah,utahbalanceofstate,sanjuan,1221,none,3832,26,343,6,1188,2496,,,,,,
2667,UT-503,Utah,utahbalanceofstate,sanpete,1221,none,3129,11,376,2,1544,5206,,,,,,
2668,UT-503,Utah,utahbalanceofstate,sevier,1221,none,2107,9,331,3,1034,4366,,,,,,
2669,UT-503,Utah,utahbalanceofstate,summit,1221,nan,2509,5,730,2,1413,4571,,,,,,
2670,UT-503,Utah,utahbalanceofstate,tooele,1221,nan,4289,5,1077,2,3187,13159,,,,,,
2671,UT-503,Utah,utahbalanceofstate,uintah,1221,nan,4285,11,749,5,2600,7385,,,,,,
2672,UT-503,Utah,utahbalanceofstate,wasatch,1221,nan,1751,4,492,2,811,4128,,,,,,
2673,UT-503,Utah,utahbalanceofstate,washington,1221,1533.9561768068652,17782,9,2482,3,7278,25231,,,,,,
2674,UT-503,Utah,utahbalanceofstate,wayne,1221,none,283,11,71,4,147,440,,,,,,
2675,UT-503,Utah,utahbalanceofstate,weber,1221,1329.2241846235986,24635,9,3865,2,13238,47226,,,,,,
2676,UT-504,Utah,provo,utah,241,1532.582087448322,286086,8,54542,8,7913,2,15883,54886,,,,
2677,VA-500,Virginia,hanover,hanover,697,1675.5214955595147,7297,6,1725,3,4694,19113,,,,,,
2678,VA-500,Virginia,chesterfield,chesterfield,697,1423.7277273835784,26947,7,6826,3,18029,55077,,,,,,
2679,VA-500,Virginia,henrico,henrico,697,1479.4802221289897,23099,7,7123,4,16841,50538,,,,,,
2680,VA-500,Virginia,richmond,richmond,697,1276.9596392407366,1250,16,140,3,1525,2228,,,,,,
2681,VA-501,Virginia,ampton,ampton,738,none,2089,17,2316,14,285,5,309,3,1285,2874,1941,4224
2682,VA-501,Virginia,isleofwight,isleofwight,738,nan,3205,8,673,3,2483,8090,,,,,,
2683,VA-501,Virginia,suffolk,suffolk,738,1436.3732132368557,none,none,none,none,none,none,,,,,,
2684,VA-501,Virginia,chesapeake,chesapeake,738,1599.6051912382804,none,none,none,none,none,none,,,,,,
2685,VA-501,Virginia,norfolk,norfolk,738,1329.204024708081,none,none,none,none,none,none,,,,,,
2686,VA-502,Virginia,salem,salem,216,nan,none,none,none,none,none,none,,,,,,
2687,VA-502,Virginia,roanoke,roanoke,216,913.3445822308682,nan,7597,8,1538,3,4521,18838,,,,,
2688,VA-503,Virginia,virginia,virginia,352,1563.5661730935278,862792,10,none,none,none,none,,,,,,
2689,VA-504,Virginia,charlottesville,charlottesville,266,1413.150014151648,none,none,none,none,none,none,,,,,,
2690,VA-505,Virginia,virginia,virginia,419,1563.5661730935278,862792,10,none,none,none,none,,,,,,
2691,VA-505,Virginia,hampton,hampton,419,1268.7816045537552,none,none,none,none,none,none,,,,,,
2692,VA-505,Virginia,newportnews,newportnews,419,1229.3513652773938,none,none,none,none,none,none,,,,,,
2693,VA-507,Virginia,portsmouth,portsmouth,120,1138.9970189967144,none,none,none,none,none,none,,,,,,
2694,VA-508,Virginia,lynchburg,lynchburg,84,960.4801339273196,none,none,none,none,none,none,,,,,,
2695,VA-513,Virginia,winchester,winchester,426,nan,none,none,none,none,none,none,,,,,,
2696,VA-513,Virginia,harrisonburg,harrisonburg,426,nan,none,none,none,none,none,none,,,,,,
2697,VA-514,Virginia,stafford,stafford,253,1801.1469878912824,8443,5,2685,3,6724,21840,,,,,,
2698,VA-514,Virginia,spotsylvania,spotsylvania,253,1642.0907070028925,10287,7,2567,3,7807,25127,,,,,,
2699,VA-514,Virginia,fredericksburg,fredericksburg,253,1626.7273007536749,none,none,none,none,none,none,,,,,,
2700,VA-521,Virginia,virginiabalanceofstate,accomack,1125,none,5326,16,667,4,4331,8485,,,,,,
2701,VA-521,Virginia,virginiabalanceofstate,albemarle,1125,1503.3223228352176,7465,7,1836,3,5069,11146,,,,,,
2702,VA-521,Virginia,virginiabalanceofstate,alleghany,1125,none,1967,13,271,4,1201,4726,,,,,,
2703,VA-521,Virginia,virginiabalanceofstate,amelia,1125,none,1307,9,217,3,1395,4213,,,,,,
2704,VA-521,Virginia,virginiabalanceofstate,amherst,1125,none,3742,12,538,3,2798,8678,,,,,,
2705,VA-521,Virginia,virginiabalanceofstate,appomattox,1125,none,1873,11,272,3,1261,4362,,,,,,
2706,VA-521,Virginia,virginiabalanceofstate,augusta,1125,nan,6314,8,1139,3,5976,23102,,,,,,
2707,VA-521,Virginia,virginiabalanceofstate,bath,1125,none,449,11,100,4,495,1260,,,,,,
2708,VA-521,Virginia,virginiabalanceofstate,bedford,1125,nan,7042,8,1302,3,4409,17112,,,,,,
2709,VA-521,Virginia,virginiabalanceofstate,bland,1125,none,796,14,95,3,547,2227,,,,,,
2710,VA-521,Virginia,virginiabalanceofstate,botetourt,1125,none,2335,7,525,3,1531,8651,,,,,,
2711,VA-521,Virginia,virginiabalanceofstate,brunswick,1125,none,2955,21,357,6,2561,4238,,,,,,
2712,VA-521,Virginia,virginiabalanceofstate,buchanan,1125,none,4502,23,410,6,4090,5991,,,,,,
2713,VA-521,Virginia,virginiabalanceofstate,buckingham,1125,none,2487,16,326,5,2419,5746,,,,,,
2714,VA-521,Virginia,virginiabalanceofstate,campbell,1125,nan,6018,10,972,3,4239,13623,,,,,,
2715,VA-521,Virginia,virginiabalanceofstate,caroline,1125,nan,3357,10,639,4,2394,8134,,,,,,
2716,VA-521,Virginia,virginiabalanceofstate,carroll,1125,none,4231,14,531,4,4036,8205,,,,,,
2717,VA-521,Virginia,virginiabalanceofstate,charles,1125,none,753,11,152,4,916,2132,,,,,,
2718,VA-521,Virginia,virginiabalanceofstate,charlotte,1125,none,1917,16,197,3,1265,3024,,,,,,
2719,VA-521,Virginia,virginiabalanceofstate,clarke,1125,none,1059,7,234,3,895,3104,,,,,,
2720,VA-521,Virginia,virginiabalanceofstate,craig,1125,none,557,11,75,3,400,1324,,,,,,
2721,VA-521,Virginia,virginiabalanceofstate,culpeper,1125,nan,4647,8,813,3,3895,11432,,,,,,
2722,VA-521,Virginia,virginiabalanceofstate,cumberland,1125,none,1432,14,197,4,865,2698,,,,,,
2723,VA-521,Virginia,virginiabalanceofstate,dickenson,1125,none,2929,22,248,5,2112,4245,,,,,,
2724,VA-521,Virginia,virginiabalanceofstate,dinwiddie,1125,none,3268,11,602,4,2246,7719,,,,,,
2725,VA-521,Virginia,virginiabalanceofstate,essex,1125,none,1211,11,257,4,1178,2875,,,,,,
2726,VA-521,Virginia,virginiabalanceofstate,fauquier,1125,nan,4780,6,1106,3,3579,12804,,,,,,
2727,VA-521,Virginia,virginiabalanceofstate,floyd,1125,none,1880,12,259,3,1139,4469,,,,,,
2728,VA-521,Virginia,virginiabalanceofstate,fluvanna,1125,none,2027,7,451,3,1301,4623,,,,,,
2729,VA-521,Virginia,virginiabalanceofstate,franklin,1125,none,6052,11,925,3,4338,13639,,,,,,
2730,VA-521,Virginia,virginiabalanceofstate,frederick,1125,1594.2678315011735,6980,7,1459,2,7295,19835,,,,,,
2731,VA-521,Virginia,virginiabalanceofstate,giles,1125,none,1934,11,272,3,1231,4678,,,,,,
2732,VA-521,Virginia,virginiabalanceofstate,gloucester,1125,none,3252,8,649,3,2982,8119,,,,,,
2733,VA-521,Virginia,virginiabalanceofstate,goochland,1125,nan,1549,6,352,3,1098,3961,,,,,,
