CoC Code,State Name,CoC Name,County Name,Homeless Count,Avg. Rent Price,Poverty Count,Poverty Pct.,Unemployed Count,Unemployed Pct.,Education Count No HS Diploma,Education Count No College
AL-507,Alabama,alabamabalanceofstate,greene,935,none,2520,33,189,6,861,2173
AL-507,Alabama,alabamabalanceofstate,hale,935,none,3221,22,324,5,1890,3943
AL-507,Alabama,alabamabalanceofstate,henry,935,none,2694,15,219,3,2280,3931
AL-507,Alabama,alabamabalanceofstate,houston,935,none,20210,19,1576,3,9006,23633
AL-507,Alabama,alabamabalanceofstate,jackson,935,none,9851,18,657,2,6627,14431
AL-507,Alabama,alabamabalanceofstate,lamar,935,none,2300,17,170,3,1745,4151
AL-507,Alabama,alabamabalanceofstate,lawrence,935,none,4566,13,418,2,3912,9642
AL-507,Alabama,alabamabalanceofstate,lee,935,1279.551821,30989,18,2162,2,9095,23254
AL-507,Alabama,alabamabalanceofstate,limestone,935,1488.292155,10363,9,1138,2,9573,19395
AL-507,Alabama,alabamabalanceofstate,lowndes,935,none,2786,28,311,8,1094,3094
AL-507,Alabama,alabamabalanceofstate,macon,935,none,4725,27,459,5,2067,3765
AL-507,Alabama,alabamabalanceofstate,marengo,935,none,4602,24,320,4,1750,4653
AL-507,Alabama,alabamabalanceofstate,marion,935,none,5209,18,377,2,3921,7472
AL-507,Alabama,alabamabalanceofstate,marshall,935,none,15145,15,1067,2,10675,20178
AL-507,Alabama,alabamabalanceofstate,monroe,935,none,4349,22,405,5,2440,6205
AL-507,Alabama,alabamabalanceofstate,morgan,935,none,16459,13,1527,2,12983,26406
AL-507,Alabama,alabamabalanceofstate,perry,935,none,2591,33,253,7,1188,2229
AL-507,Alabama,alabamabalanceofstate,pickens,935,none,3591,21,303,4,2332,5903
AL-507,Alabama,alabamabalanceofstate,pike,935,none,7429,23,509,3,2465,7035
AL-507,Alabama,alabamabalanceofstate,randolph,935,none,4652,21,258,2,3039,5304
AL-507,Alabama,alabamabalanceofstate,russell,935,none,12620,21,714,3,5881,11774
AL-507,Alabama,alabamabalanceofstate,sumter,935,none,4005,35,200,4,982,2588
AL-507,Alabama,alabamabalanceofstate,talladega,935,none,14936,19,1455,4,9813,19830
AL-507,Alabama,alabamabalanceofstate,tallapoosa,935,none,7420,18,711,4,5432,9300
AL-507,Alabama,alabamabalanceofstate,walker,935,none,12877,20,901,3,8033,15674
AL-507,Alabama,alabamabalanceofstate,washington,935,none,3091,20,299,4,1498,4606
AL-507,Alabama,alabamabalanceofstate,wilcox,935,none,3340,32,275,10,1485,2806
AL-507,Alabama,alabamabalanceofstate,winston,935,none,4455,19,278,2,3520,6590
AR-500,Arkansas,littlerock,pulaski,859,969.3753954,68564,17,9139,4,23083,69538
AR-501,Arkansas,fayetteville,washington,343,1273.948019,30035,12,3745,2,20070,40952
AR-503,Arkansas,arkansasbalanceofstate,arkansas,814,none,471195,16,2923,17,321,3
AR-503,Arkansas,arkansasbalanceofstate,ashley,814,none,3950,21,494,7,1988,6823
AR-503,Arkansas,arkansasbalanceofstate,baxter,814,none,5565,13,620,3,3593,10992
AR-503,Arkansas,arkansasbalanceofstate,benton,814,1270.367958,22890,7,4086,2,18811,53695
AR-503,Arkansas,arkansasbalanceofstate,boone,814,none,4860,13,480,3,2849,8849
AR-503,Arkansas,arkansasbalanceofstate,bradley,814,none,2011,19,195,4,1151,3111
AR-503,Arkansas,arkansasbalanceofstate,calhoun,814,none,672,14,81,3,543,1490
AR-503,Arkansas,arkansasbalanceofstate,carroll,814,none,4717,16,438,3,2948,7009
AR-503,Arkansas,arkansasbalanceofstate,chicot,814,none,2594,27,259,8,1537,2725
AR-503,Arkansas,arkansasbalanceofstate,clark,814,none,3699,20,421,4,1193,4037
AR-503,Arkansas,arkansasbalanceofstate,clay,814,none,2543,17,217,4,1625,4430
AR-503,Arkansas,arkansasbalanceofstate,cleburne,814,none,4109,16,421,4,2176,7850
AR-503,Arkansas,arkansasbalanceofstate,cleveland,814,none,1054,14,126,4,514,2584
AR-503,Arkansas,arkansasbalanceofstate,columbia,814,none,4777,23,473,5,1824,5590
AR-503,Arkansas,arkansasbalanceofstate,conway,814,none,3494,16,349,4,1706,5896
AR-503,Arkansas,arkansasbalanceofstate,craighead,814,1026.282416,19674,18,1853,3,7292,23151
AR-503,Arkansas,arkansasbalanceofstate,crawford,814,none,8790,14,942,3,6161,13947
AR-503,Arkansas,arkansasbalanceofstate,crittenden,814,none,10706,23,1114,5,4784,10940
AR-503,Arkansas,arkansasbalanceofstate,cross,814,none,2738,16,309,4,2138,4907
AR-503,Arkansas,arkansasbalanceofstate,dallas,814,none,1213,20,115,4,571,2108
AR-503,Arkansas,arkansasbalanceofstate,desha,814,none,3032,27,295,6,1477,3415
AR-503,Arkansas,arkansasbalanceofstate,drew,814,none,2715,16,381,5,1456,4090
AR-503,Arkansas,arkansasbalanceofstate,faulkner,814,1082.307222,16486,13,2156,3,5268,23020
AR-503,Arkansas,arkansasbalanceofstate,franklin,814,none,2908,17,274,3,1596,4911
AR-503,Arkansas,arkansasbalanceofstate,fulton,814,none,2157,18,183,3,1224,3229
AR-503,Arkansas,arkansasbalanceofstate,garland,814,none,14319,14,2043,4,6955,23014
AR-503,Arkansas,arkansasbalanceofstate,grant,814,none,2017,11,267,3,1055,5351
AR-503,Arkansas,arkansasbalanceofstate,greene,814,none,5898,12,678,3,3485,13628
AR-503,Arkansas,arkansasbalanceofstate,hempstead,814,none,4125,21,327,3,2181,5182
AR-503,Arkansas,arkansasbalanceofstate,hotspring,814,none,5521,17,543,3,2699,9240
AR-503,Arkansas,arkansasbalanceofstate,howard,814,none,2245,17,182,3,1028,3596
AR-503,Arkansas,arkansasbalanceofstate,independence,814,none,6924,18,644,3,3610,9405
AR-503,Arkansas,arkansasbalanceofstate,izard,814,none,2384,18,241,5,1838,3414
AR-503,Arkansas,arkansasbalanceofstate,jackson,814,none,3316,22,298,5,1980,5169
AR-503,Arkansas,arkansasbalanceofstate,jefferson,814,none,12258,20,1702,6,5383,19219
AR-503,Arkansas,arkansasbalanceofstate,johnson,814,none,4570,18,469,4,3377,6929
AR-503,Arkansas,arkansasbalanceofstate,lafayette,814,none,1448,23,135,5,864,2095
AR-503,Arkansas,arkansasbalanceofstate,lawrence,814,none,3193,20,290,4,1668,4271
AR-503,Arkansas,arkansasbalanceofstate,lee,814,none,2448,34,144,5,1141,2847
AR-503,Arkansas,arkansasbalanceofstate,lincoln,814,none,2160,22,173,4,1855,4753
AR-503,Arkansas,arkansasbalanceofstate,littleriver,814,none,1854,15,239,4,847,3656
AR-503,Arkansas,arkansasbalanceofstate,logan,814,none,3204,15,356,4,1853,6704
AR-503,Arkansas,arkansasbalanceofstate,lonoke,814,1110.863951,8161,11,1128,3,4955,18597
AR-503,Arkansas,arkansasbalanceofstate,madison,814,none,2587,15,235,3,1734,5735
AR-503,Arkansas,arkansasbalanceofstate,marion,814,none,2986,17,264,4,1770,4682
AR-503,Arkansas,arkansasbalanceofstate,miller,814,none,8483,20,926,4,3828,10586
AR-503,Arkansas,arkansasbalanceofstate,mississippi,814,none,9276,23,1153,7,4654,11058
AR-503,Arkansas,arkansasbalanceofstate,monroe,814,none,1667,25,141,5,1030,2007
AR-503,Arkansas,arkansasbalanceofstate,montgomery,814,none,1692,19,143,5,1030,2111
AR-503,Arkansas,arkansasbalanceofstate,nevada,814,none,1705,21,139,4,517,2937
AR-503,Arkansas,arkansasbalanceofstate,newton,814,none,1366,19,100,3,790,2026
AR-503,Arkansas,arkansasbalanceofstate,ouachita,814,none,4437,20,386,4,1995,6501
AR-503,Arkansas,arkansasbalanceofstate,perry,814,none,1500,15,171,4,617,3076
AR-503,Arkansas,arkansasbalanceofstate,phillips,814,none,5623,35,448,7,2010,3489
AR-503,Arkansas,arkansasbalanceofstate,pike,814,none,1844,18,187,4,865,2729
AR-503,Arkansas,arkansasbalanceofstate,poinsett,814,none,4948,22,383,3,2920,7067
AR-503,Arkansas,arkansasbalanceofstate,polk,814,none,3697,19,350,4,1569,5178
AR-503,Arkansas,arkansasbalanceofstate,pope,814,none,10897,18,1103,4,6442,13836
AR-503,Arkansas,arkansasbalanceofstate,prairie,814,none,1257,15,132,3,793,2552
AR-503,Arkansas,arkansasbalanceofstate,randolph,814,none,3141,17,293,4,1821,4839
AR-503,Arkansas,arkansasbalanceofstate,st.francis,814,none,6108,32,472,6,2950,6559
AR-503,Arkansas,arkansasbalanceofstate,saline,814,1201.876737,10572,8,1861,3,6952,26015
AR-503,Arkansas,arkansasbalanceofstate,scott,814,none,1681,17,143,3,1387,2827
AR-503,Arkansas,arkansasbalanceofstate,searcy,814,none,1633,20,126,4,1145,2282
AR-503,Arkansas,arkansasbalanceofstate,sevier,814,none,2854,18,241,4,2662,3474
AR-503,Arkansas,arkansasbalanceofstate,sharp,814,none,3181,18,281,5,2220,4873
AR-503,Arkansas,arkansasbalanceofstate,stone,814,none,2567,20,231,5,1394,3128
AR-503,Arkansas,arkansasbalanceofstate,union,814,none,6726,17,910,6,3664,10177
AR-503,Arkansas,arkansasbalanceofstate,vanburen,814,none,2659,17,286,4,1754,4857
AR-503,Arkansas,arkansasbalanceofstate,white,814,none,12106,16,1374,4,7126,20258
AR-503,Arkansas,arkansasbalanceofstate,woodruff,814,none,1514,25,140,5,785,1929
AR-503,Arkansas,arkansasbalanceofstate,yell,814,none,2996,15,318,4,3135,5240
AR-508,Arkansas,fortsmith,sebastian,374,915.6884395,24574,19,2054,3,13214,25325
AZ-500,Arizona,arizonabalanceofstate,apache,2300,none,18422,28,1733,9,7549,13150
AZ-500,Arizona,arizonabalanceofstate,cochise,2300,none,20618,17,2476,5,9897,21308
AZ-500,Arizona,arizonabalanceofstate,coconino,2300,1878.61323,22677,16,4426,6,7786,18341
AZ-500,Arizona,arizonabalanceofstate,gila,2300,none,8900,16,1056,5,5131,11192
AZ-500,Arizona,arizonabalanceofstate,graham,2300,none,7385,20,677,4,3980,7123
AZ-500,Arizona,arizonabalanceofstate,greenlee,2300,none,886,9,181,4,710,1877
AZ-500,Arizona,arizonabalanceofstate,lapaz,2300,none,3303,20,461,5,2110,4476
AZ-500,Arizona,arizonabalanceofstate,mohave,2300,1426.17568,38383,18,4987,5,20437,55859
AZ-500,Arizona,arizonabalanceofstate,navajo,2300,none,26324,24,2619,6,10766,20551
AZ-500,Arizona,arizonabalanceofstate,pinal,2300,1699.377993,45630,10,9473,4,36411,89200
AZ-500,Arizona,arizonabalanceofstate,santacruz,2300,none,9723,20,1668,8,6757,7913
AZ-500,Arizona,arizonabalanceofstate,yavapai,2300,1621.05552,29766,12,4546,4,15280,45486
AZ-500,Arizona,arizonabalanceofstate,yuma,2300,none,34270,17,12236,13,32441,34441
AZ-501,Arizona,pima,pima,2227,1316.026075,151169,14,24720,5,74468,149641
AZ-501,Arizona,tucson,pima,2227,1316.026075,151169,14,24720,5,74468,149641
AZ-502,Arizona,maricopa,maricopa,9026,1632.398462,502224,11,107123,4,326737,644940
AZ-502,Arizona,mesa,maricopa,9026,1632.398462,502224,11,107123,4,326737,644940
AZ-502,Arizona,phoenix,maricopa,9026,1632.398462,502224,11,107123,4,326737,644940
CA-500,California,santaclara,santaclara,10028,2990.161497,128955,6,48641,4,145904,184860
CA-500,California,sanjose,losangeles,10028,2458.3544,1365808,14,445871,8,1381447,1411475
CA-501,California,sanfrancisco,sanfrancisco,7754,3130.164135,90898,11,none,none,77300,78359
CA-502,California,alameda,alameda,9747,2645.71641,152654,9,49494,6,131272,198825
CA-502,California,berkeley,alameda,9747,2645.71641,152654,9,49494,6,131272,198825
CA-502,California,oakland,alameda,9747,2645.71641,152654,9,49494,6,131272,198825
CA-503,California,sacramento,sacramento,9278,1942.882886,203413,13,49870,6,127455,235075
CA-504,California,sonoma,sonoma,2893,2349.724311,43661,9,13511,5,38619,65278
CA-504,California,petaluma,sonoma,2893,2349.724311,43661,9,13511,5,38619,65278
CA-504,California,santarosa,ventura,2893,2657.835991,73968,8,25229,6,82625,113615
CA-505,California,contracosta,contracosta,3093,2772.011165,100948,8,34702,6,82564,140633
CA-505,California,richmond,contracosta,3093,2772.011165,100948,8,34702,6,82564,140633
CA-506,California,sanbenito,sanbenito,2404,none,5899,8,2325,7,6901,11037
CA-506,California,monterey,monterey,2404,2267.464986,50725,12,17556,8,75771,56912
CA-506,California,salinas,monterey,2404,2267.464986,50725,12,17556,8,75771,56912
CA-507,California,marin,marin,1121,3695.784349,19734,7,5890,4,12672,19589
CA-508,California,santacruz,santacruz,2299,2815.517606,27132,10,9222,6,21102,28627
CA-508,California,watsonville,santacruz,2299,2815.517606,27132,10,9222,6,21102,28627
CA-509,California,mendocino,mendocino,830,none,14539,16,2318,6,8704,17147
CA-510,California,stanislaus,stanislaus,1857,1780.435627,76921,14,20039,8,69960,104577
CA-510,California,modesto,stanislaus,1857,1780.435627,76921,14,20039,8,69960,104577
CA-510,California,turlock,stanislaus,1857,1780.435627,76921,14,20039,8,69960,104577
CA-511,California,sanjoaquin,sanjoaquin,2319,2233.396778,95382,12,28929,8,96216,140468
CA-511,California,stockton,sanjoaquin,2319,2233.396778,95382,12,28929,8,96216,140468
CA-512,California,sanmateo,sanmateo,1808,3073.034513,49900,6,20069,4,50652,82159
CA-512,California,daly,sanmateo,1808,3073.034513,49900,6,20069,4,50652,82159
CA-513,California,tulare,tulare,1235,1335.812767,88367,18,21337,10,76249,73748
CA-513,California,kings,kings,1235,none,24295,17,5375,9,24856,24622
CA-513,California,visalia,tulare,1235,1335.812767,88367,18,21337,10,76249,73748
CA-514,California,madera,madera,4216,none,31044,20,5474,8,27789,22929
CA-514,California,fresno,fresno,4216,1569.896625,193449,19,40637,9,136835,140532
CA-515,California,placer,placer,750,2295.490829,26816,6,9622,5,14584,49539
CA-515,California,rocklin,placer,750,2295.490829,26816,6,9622,5,14584,49539
CA-515,California,roseville,placer,750,2295.490829,26816,6,9622,5,14584,49539
CA-516,California,sierra,sierra,1837,none,398,12,80,6,130,681
CA-516,California,modoc,modoc,1837,none,1688,19,230,7,955,2136
CA-516,California,delnorte,delnorte,1837,none,5368,21,710,7,3825,6101
CA-516,California,plumas,plumas,1837,none,2545,13,705,9,820,4108
CA-516,California,lassen,lassen,1837,none,4805,18,557,6,4853,7891
CA-516,California,redding,shasta,1837,1280.604174,25141,14,5043,6,11492,33218
CA-517,California,napa,napa,495,2712.923625,11814,9,4161,6,14541,17698
CA-518,California,solano,solano,1179,2191.265588,44037,10,14885,7,34837,74274
CA-518,California,vallejo,solano,1179,2191.265588,44037,10,14885,7,34837,74274
CA-519,California,butte,butte,1006,1416.81123,33874,16,6360,6,13734,31704
CA-519,California,paradise,butte,1006,1416.81123,33874,16,6360,6,13734,31704
CA-519,California,chico,butte,1006,1416.81123,33874,16,6360,6,13734,31704
CA-520,California,merced,merced,855,1808.278813,61359,21,11896,10,49054,43880
CA-521,California,yolo,yolo,746,2115.171161,30708,14,6331,5,15832,22654
CA-521,California,woodland,yolo,746,2115.171161,30708,14,6331,5,15832,22654
CA-521,California,davis,yolo,746,2115.171161,30708,14,6331,5,15832,22654
CA-522,California,humboldt,humboldt,1648,none,25781,19,3713,6,8451,21654
CA-523,California,trinity,trinity,340,none,3010,19,289,6,764,4800
CA-523,California,colusa,colusa,340,none,2466,11,1338,12,3719,4246
CA-524,California,sutter,sutter,1094,none,15224,15,4059,8,13202,15907
CA-524,California,yuba,yuba,1094,none,12784,15,2611,8,9568,11785
CA-525,California,eldorado,eldorado,511,2211.885625,16839,8,5326,5,7421,28993
CA-526,California,tuolumne,tuolumne,625,none,6848,13,1460,7,3344,10658
CA-526,California,mariposa,mariposa,625,none,2387,14,558,7,1233,3028
CA-526,California,calaveras,calaveras,625,none,6198,13,1249,5,3214,10815
CA-526,California,amador,amador,625,none,4104,11,1007,7,2757,9724
CA-527,California,tehama,tehama,291,none,10107,15,1844,7,6389,13014
CA-529,California,lake,lake,339,none,11196,16,2170,7,6548,14601
CA-530,California,mono,mono,140,none,1278,9,568,6,1214,2124
CA-530,California,inyo,inyo,140,none,2382,12,492,6,1088,4188
CA-530,California,alpine,alpine,140,none,194,15,42,8,61,249
CA-531,California,nevada,nevada,527,none,12141,11,2677,5,3827,14963
CA-600,California,losangeles,losangeles,65111,2458.3544,1365808,14,445871,8,1381447,1411475
CA-601,California,sandiego,sandiego,8427,2493.61412,340522,10,100289,6,263063,409660
CA-602,California,orange,orange,5718,2525.04903,309402,9,93355,6,294180,378888
CA-602,California,anaheim,orange,5718,2525.04903,309402,9,93355,6,294180,378888
CA-602,California,santaana,orange,5718,2525.04903,309402,9,93355,6,294180,378888
CA-603,California,santabarbara,santabarbara,1962,2753.016086,65029,15,12707,5,50274,47957
CA-603,California,santamaria,santabarbara,1962,2753.016086,65029,15,12707,5,50274,47957
CA-604,California,kern,kern,1603,1415.435109,164169,18,38280,9,132826,152266
CA-604,California,bakersfield,kern,1603,1415.435109,164169,18,38280,9,132826,152266
CA-606,California,long,losangeles,3296,2458.3544,1365808,14,445871,8,1381447,1411475
CA-607,California,pasadena,losangeles,512,2458.3544,1365808,14,445871,8,1381447,1411475
CA-608,California,riverside,riverside,3316,2198.444065,282068,11,83003,7,267525,423504
CA-609,California,sanbernardino,sanbernardino,3333,2120.395991,285474,13,73618,7,260315,370115
CA-611,California,ventura,ventura,2248,2657.835991,73968,8,25229,6,82625,113615
CA-611,California,sanbuenaventura,ventura,2248,2657.835991,73968,8,25229,6,82625,113615
CA-611,California,oxnard,ventura,2248,2657.835991,73968,8,25229,6,82625,113615
CA-612,California,glendale,losangeles,225,2458.3544,1365808,14,445871,8,1381447,1411475
CA-613,California,imperial,imperial,1057,none,29738,17,12052,17,32595,28187
CA-614,California,sanluisobispo,sanluisobispo,1448,2204.179839,35120,13,7220,5,15354,37215
CO-500,Colorado,coloradobalanceofstate,adams,1315,1690.931934,51680,10,17318,6,50604,94610
CO-500,Colorado,coloradobalanceofstate,alamosa,1315,none,2887,18,482,6,1281,2790
CO-500,Colorado,coloradobalanceofstate,arapahoe,1315,1706.026347,56744,8,21445,5,35396,87772
CO-500,Colorado,coloradobalanceofstate,archuleta,1315,none,1556,11,365,5,608,2228
CO-500,Colorado,coloradobalanceofstate,baca,1315,none,697,20,47,2,368,735
CO-500,Colorado,coloradobalanceofstate,bent,1315,none,1284,30,117,6,586,2203
CO-500,Colorado,coloradobalanceofstate,boulder,1315,1995.748435,34103,10,8721,4,9902,24354
CO-500,Colorado,coloradobalanceofstate,broomfield,1315,1929.774866,3680,4,none,none,1738,6603
CO-500,Colorado,coloradobalanceofstate,chaffee,1315,none,1952,10,426,4,855,3939
CO-500,Colorado,coloradobalanceofstate,cheyenne,1315,none,215,12,26,2,80,344
CO-500,Colorado,coloradobalanceofstate,clearcreek,1315,none,712,7,337,5,201,1517
CO-500,Colorado,coloradobalanceofstate,conejos,1315,none,1268,16,201,5,525,1633
CO-500,Colorado,coloradobalanceofstate,costilla,1315,none,835,23,115,6,342,762
CO-500,Colorado,coloradobalanceofstate,crowley,1315,none,1241,37,78,5,462,2166
CO-500,Colorado,coloradobalanceofstate,custer,1315,none,519,10,96,4,63,661
CO-500,Colorado,coloradobalanceofstate,delta,1315,none,4325,13,778,5,2376,8368
CO-500,Colorado,coloradobalanceofstate,dolores,1315,none,332,13,56,5,70,831
CO-500,Colorado,coloradobalanceofstate,douglas,1315,2066.549156,10490,2,8405,4,5012,28669
CO-500,Colorado,coloradobalanceofstate,eagle,1315,none,3922,7,1664,4,3299,6210
CO-500,Colorado,coloradobalanceofstate,elbert,1315,none,1447,5,605,3,677,4341
CO-500,Colorado,coloradobalanceofstate,fremont,1315,none,6608,15,1113,7,3916,15356
CO-500,Colorado,coloradobalanceofstate,garfield,1315,none,5667,9,1546,5,4258,10536
CO-500,Colorado,coloradobalanceofstate,gilpin,1315,none,406,6,237,6,293,664
CO-500,Colorado,coloradobalanceofstate,grand,1315,none,1135,7,418,4,659,3591
CO-500,Colorado,coloradobalanceofstate,gunnison,1315,none,2016,12,448,4,223,1826
CO-500,Colorado,coloradobalanceofstate,hinsdale,1315,none,59,7,16,3,27,120
CO-500,Colorado,coloradobalanceofstate,huerfano,1315,none,1261,18,218,8,404,1335
CO-500,Colorado,coloradobalanceofstate,jackson,1315,none,201,14,34,3,150,253
CO-500,Colorado,coloradobalanceofstate,jefferson,1315,1722.209326,41422,7,17078,5,20549,82874
CO-500,Colorado,coloradobalanceofstate,kiowa,1315,none,180,12,32,3,27,252
CO-500,Colorado,coloradobalanceofstate,kitcarson,1315,none,832,12,130,3,517,1392
CO-500,Colorado,coloradobalanceofstate,lake,1315,none,828,11,223,4,629,1288
CO-500,Colorado,coloradobalanceofstate,laplata,1315,1723.176703,5521,10,1681,5,1363,8171
CO-500,Colorado,coloradobalanceofstate,lasanimas,1315,none,2920,21,433,7,1259,2830
CO-500,Colorado,coloradobalanceofstate,lincoln,1315,none,699,14,102,4,474,2083
CO-500,Colorado,coloradobalanceofstate,logan,1315,none,2982,16,492,4,1302,5851
CO-500,Colorado,coloradobalanceofstate,mesa,1315,1254.359752,16238,10,4490,5,9126,29507
CO-500,Colorado,coloradobalanceofstate,mineral,1315,none,89,9,24,5,14,89
CO-500,Colorado,coloradobalanceofstate,moffat,1315,none,1409,10,355,5,717,3748
CO-500,Colorado,coloradobalanceofstate,montezuma,1315,none,3957,15,749,6,1693,5553
CO-500,Colorado,coloradobalanceofstate,montrose,1315,none,5370,12,1150,5,3402,9615
CO-500,Colorado,coloradobalanceofstate,morgan,1315,none,3524,12,812,5,3600,5826
CO-500,Colorado,coloradobalanceofstate,otero,1315,none,3555,19,523,6,1539,4040
CO-500,Colorado,coloradobalanceofstate,ouray,1315,none,323,6,125,4,55,542
CO-500,Colorado,coloradobalanceofstate,park,1315,none,1280,7,476,4,353,3502
CO-500,Colorado,coloradobalanceofstate,phillips,1315,none,529,11,74,3,377,800
CO-500,Colorado,coloradobalanceofstate,pitkin,1315,none,1155,6,626,5,335,1831
CO-500,Colorado,coloradobalanceofstate,prowers,1315,none,2251,19,292,4,1374,2255
CO-500,Colorado,coloradobalanceofstate,pueblo,1315,1045.125682,26839,16,6169,8,10891,33834
CO-500,Colorado,coloradobalanceofstate,rioblanco,1315,none,632,10,166,5,368,1420
CO-500,Colorado,coloradobalanceofstate,riogrande,1315,none,1611,14,366,6,871,2331
CO-500,Colorado,coloradobalanceofstate,routt,1315,none,1484,6,697,4,622,3035
CO-500,Colorado,coloradobalanceofstate,saguache,1315,none,1392,21,208,6,635,1460
CO-500,Colorado,coloradobalanceofstate,sanjuan,1315,none,101,13,22,3,19,166
CO-500,Colorado,coloradobalanceofstate,sanmiguel,1315,none,729,9,299,5,107,1078
CO-500,Colorado,coloradobalanceofstate,sedgwick,1315,none,328,14,45,4,197,460
CO-500,Colorado,coloradobalanceofstate,summit,1315,none,2053,6,922,4,1320,4207
CO-500,Colorado,coloradobalanceofstate,teller,1315,none,1968,7,660,5,414,4782
CO-500,Colorado,coloradobalanceofstate,washington,1315,none,544,11,93,3,290,1052
CO-500,Colorado,coloradobalanceofstate,yuma,1315,none,1315,13,161,3,819,1858
CO-503,Colorado,denver,denver,6884,1785.493466,82086,11,none,none,51244,82175
CO-504,Colorado,elpaso,elpaso,1406,1628.761019,68718,9,20158,5,26185,92459
CO-504,Colorado,coloradosprings,elpaso,1406,1628.761019,68718,9,20158,5,26185,92459
CO-505,Colorado,weld,weld,792,1576.94526,32543,9,9622,5,24878,53024
CO-505,Colorado,larimer,larimer,792,1661.910099,39476,11,9837,4,8680,41169
CO-505,Colorado,loveland,larimer,792,1661.910099,39476,11,9837,4,8680,41169
CO-505,Colorado,greeley,weld,792,1576.94526,32543,9,9622,5,24878,53024
CO-505,Colorado,fortcollins,larimer,792,1661.910099,39476,11,9837,4,8680,41169
CT-503,Connecticut,fairfield,fairfield,603,2453.307877,85452,9,28470,6,64225,136454
CT-503,Connecticut,norwalk,fairfield,603,2453.307877,85452,9,28470,6,64225,136454
CT-503,Connecticut,stamford,fairfield,603,2453.307877,85452,9,28470,6,64225,136454
CT-503,Connecticut,bridgeport,fairfield,603,2453.307877,85452,9,28470,6,64225,136454
CT-505,Connecticut,connecticutbalanceofstate,hartford,2327,1545.509251,92542,10,30708,6,60946,162392
CT-505,Connecticut,connecticutbalanceofstate,litchfield,2327,1475.751477,15713,8,5613,5,8426,40662
CT-505,Connecticut,connecticutbalanceofstate,middlesex,2327,1503.511767,10537,6,4756,5,6084,30523
CT-505,Connecticut,connecticutbalanceofstate,newhaven,2327,1590.490129,100433,12,29739,6,58496,178934
CT-505,Connecticut,connecticutbalanceofstate,newlondon,2327,1413.486665,23102,8,8817,6,13223,54331
CT-505,Connecticut,connecticutbalanceofstate,tolland,2327,1274.248872,15039,11,4319,5,4959,25023
CT-505,Connecticut,connecticutbalanceofstate,windham,2327,none,13043,11,3882,6,8662,28630
DC-500,District of Columbia,districtofcolumbia,districtofcolumbia,4410,2201.447197,107307,16,107307,16,none,none
DE-500,Delaware,delawarestatewide,kent,2369,1391.610551,21961,12,5183,6,13512,39620
DE-500,Delaware,delawarestatewide,newcastle,2369,1482.636079,63059,11,16461,5,29998,115392
DE-500,Delaware,delawarestatewide,sussex,2369,none,28006,11,5516,5,18278,54916
FL-500,Florida,sarasota,sarasota,1138,1882.42259,37895,8,7553,4,21710,91967
FL-500,Florida,manatee,manatee,1138,1722.817076,40642,9,7342,4,28955,86428
FL-500,Florida,bradenton,manatee,1138,1722.817076,40642,9,7342,4,28955,86428
FL-500,Florida,sarasota,sarasota,1138,1882.42259,37895,8,7553,4,21710,91967
FL-501,Florida,borough,borough,1513,1710.781816,208765,14,33235,4,107589,262090
FL-501,Florida,tampa,borough,1513,1710.781816,208765,14,33235,4,107589,262090
FL-502,Florida,pinellas,pinellas,1985,1571.437188,115468,12,19820,4,58225,197083
FL-502,Florida,largo,pinellas,1985,1571.437188,115468,12,19820,4,58225,197083
FL-502,Florida,clearwater,pinellas,1985,1571.437188,115468,12,19820,4,58225,197083
FL-502,Florida,st.petersburg,pinellas,1985,1571.437188,115468,12,19820,4,58225,197083
FL-503,Florida,polk,polk,506,1527.791432,115547,15,17786,5,67511,167752
FL-503,Florida,winterhaven,polk,506,1527.791432,115547,15,17786,5,67511,167752
FL-503,Florida,lakeland,polk,506,1527.791432,115547,15,17786,5,67511,167752
FL-504,Florida,flagler,flagler,865,1651.753612,12373,10,2291,4,6736,28142
FL-504,Florida,volusia,volusia,865,1492.541457,75803,13,12013,4,36146,126964
FL-504,Florida,daytona,volusia,865,1492.541457,75803,13,12013,4,36146,126964
FL-504,Florida,daytona,volusia,865,1492.541457,75803,13,12013,4,36146,126964
FL-505,Florida,walton,walton,403,1882.877508,9632,12,1223,3,4753,15313
FL-505,Florida,okaloosa,okaloosa,403,1668.981236,20091,9,3395,3,10222,35339
FL-505,Florida,fortwalton,okaloosa,403,1668.981236,20091,9,3395,3,10222,35339
FL-506,Florida,leon,leon,621,1122.385797,45137,16,6606,4,11864,33154
FL-506,Florida,tallahassee,leon,621,1122.385797,45137,16,6606,4,11864,33154
FL-507,Florida,seminole,seminole,2151,1573.365805,43726,9,10133,4,19249,67983
FL-507,Florida,osceola,osceola,2151,1690.50599,53195,13,11573,6,33743,74371
FL-507,Florida,orange,orange,2151,1618.972624,208064,14,38293,5,100495,231759
FL-507,Florida,orlando,orange,2151,1618.972624,208064,14,38293,5,100495,231759
FL-508,Florida,putnam,putnam,925,none,19159,26,1670,6,9495,21983
FL-508,Florida,alachua,alachua,925,1302.422716,50668,19,5269,3,11583,34518
FL-508,Florida,gainesville,alachua,925,1302.422716,50668,19,5269,3,11583,34518
FL-509,Florida,martin,martin,846,1841.04978,17768,11,2686,3,9692,31120
